,link,title,content,location,loc,point,latitude,longitude,jalan,kec,kabkot,prov,date,day,month,time,age,truck,car,motorcycle,bicycle,train,bus,die,injured
2814,https://radarmalang.jawapos.com/malang-raya/kota-malang/26/12/2020/tabrak-gapura-pemotor-tanpa-identitas-meninggal-di-tempat,"Tabrak Gapura, Pemotor Tanpa Identitas Meninggal di Tempat","MALANG KOTA Kecelakaan maut melibatkan seorang pengendara sepeda motor terjadi di Lowokwaru , Kota Malang , Sabtu ( 26/12 ) sekitar pukul 05.00 pagi . Kecelakaan tunggal ini membuat pengendara tanpa identitas ini meninggal dunia . Kecelakaan tunggal ini terjadi di dekat Bank Mandiri Jalan Tlogomas Gang 15B . Pengendara motor dengan Nopol L 2736 SX ini diperkirakan meninggal di tempat . Bagus Putra , saksi mata lokasi kecelakaan tunggal ini mengatakan bahwa korban yang diketahui laki-laki itu meluncur dengan kecepatan tinggi dan menabrak gapura . Korban melaju dengan kecepatan tinggi kemudian menabrak gapura gang , lalu menabrak rombong , terang Bagus . Menurut penuturan Bagus , korban meninggal di lokasi usai menabrak rombong . Warga pun berinisiatif menutup jenazah dengan koran , dan segera melapor ke pihak yang berwajib . Korban memakai celana training , jaket hitam , tas slempang warna hijau army dan baju merah , rinci dia . Hingga berita ini diturunkan , identitas korban masih belum diketahui . Sehingga , jika ada keluarga atau kerabat yang memiliki kendaraan jenis Mio GT 125 Putih dengan Nopol L 2736 SX , bisa menghubungi Polsek Lowokwaru , Malang . Saat ini jenazah sudah diproses pihak yang berwajib . Polsek Lowokwaru pun juga sudah menindaklanjuti dengan menyelidiki peristiwa kecelakaan tunggal ini .",lowokwaru kota malang,"Lowokwaru, Kelurahan Lowokwaru, Jawa Timur, 65123, Indonesia","(-7.9592096, 112.6330041)",-7.9592096,112.6330041,,Lowokwaru,Kelurahan Lowokwaru,Jawa Timur,2020-12-26,Saturday,December,pagi,,0,0,1,0,0,0,1,0
514,https://jatimnow.com/baca-32368-main-hp-gunakan-headset-pemuda-ini-tewas-tersambar-kereta-api,"Main HP Gunakan Headset, Pemuda ini Tewas Tersambar Kereta Api","jatimnow.com - Seorang pemuda tewas tersambar kereta api di Jalan Ketintang Baru , Gayungan , Surabaya , Sabtu ( 26/12/2020 ) . Korban disebut tidak mendengar saat kereta melintas lantaran sedang memakai headset . Informasi yang dihimpun , korban bernama Sugeng Santoso ( 27 ) , warga Dukuh Blumbung , Kelurahan Pangkal , Kecamatan Sawo , Kabupaten Ponorogo yang sehari-hari indekos di Jalan Ketintang Baru 18 , Surabaya . Kapolsek Gayungan , Kompol Gatot Harianto membenarkan peristiwa tersebut . Ia mengatakan jika saat ini pihaknya masih melakukan penyelidikan . `` Iya , kejadian tadi pagi sekitar pukul 05.15 Wib di perlintasan kereta api Jalan Ketintang Baru 18 . Jenazah korban tadi sudah dievakuasi ke RSU dr Soetomo , '' kata Gatot saat dihubungi jatimnow.com . Gatot menjelaskan , korban tertabrak kereta api saat duduk-duduk di atas rel . Dari keterangan sejumlah saksi , Gatot menyebut bahwa korban saat itu sedang menikmati kopi sambil mendengarkan musik di handphone ( HP ) menggunakan headset . Diduga korban tidak mendengar ada kereta api yang melintas , sehingga korban tersambar dan tewas di lokasi kejadian . `` Tempat kos korban ini dekat rel kereta api . Menurut keterangan teman sekamar korban , setelah membuat kopi korban langsung duduk-duduk di atas rel sambil dengerin musik pakai headset itu . Sehingga ada kereta api melintas korban tidak mendengar , akhirnya tertabrak , '' papar Gatot . Saat ini jenazah korban masih di Kamar Mayat RSU dr Soetomo Surabaya . Polisi juga masih melakukan penyelidikan sembari menunggu keluarga korban datang .",jalan ketintang baru gayungan surabaya,"Jalan Ketintang Baru XII, RW 03, Ketintang, Gayungan, Surabaya, Jawa Timur, 60223, Indonesia","(-7.3165727, 112.7288144)",-7.3165727,112.7288144,Jalan Ketintang Baru XII RW 03 Ketintang,Gayungan,Surabaya,Jawa Timur,2020-12-26,Saturday,December,pagi,[27],0,0,0,0,1,0,1,0
3666,https://radarsidoarjo.jawapos.com/kriminal-delta/24/12/2020/tabrak-bokong-truk-warga-gayungan-tewas-di-balongbendo,"Tabrak Bokong Truk, Warga Gayungan Tewas di Balongbendo","SIDOARJO Kusno , 54 , warga Gayungan 1/15 RT 02/RW 01 Kota Surabaya meninggal dunia , Rabu ( 23/12 ) malam di Jalan Raya Desa Bakalan , Kecamatan Balongbendo . Penyebabnya , korban terlibat kecelakaan di jalan raya itu sekitar pukul 21.00 . Informasi yang berhasil dihimpun Radar Sidoarjo , korban berjalan dari arah barat ke timur menggunakan motor Honda Vario nopol S 3594 OAT . Saat tiba di lokasi , korban menabrak truk Tronton Hino nopol S 7543 UN . Korban menabrak truk tronton tersebut dari belakang . Korban terpental ke aspal , kata Bripka Iful , petugas lantas Polsek Balongbendo , Kamis ( 24/12 ) . Korban menabrak truk tersebut pada saat truk akan menepi ke kiri di bahu jalan . Saat itu truk berjalan dari arah yang sama yaitu barat-timur . Saat itu , truk diketahui tengah dikemudian Suyanto , 39 , warga Sambeng RT 04/RW 06 Kasiman Kabupaten Bojonegoro . Anggota Lantas Polsek Balongbendo yang mendapat laporan warga langsung menuju ke lokasi kejadian . Petugas menggelar olah TKP , memeriksa saksi-saksi dan melakukan permohonan visum mayat . Korban kemudian dievakuasi ke RS Anwar Medika . Saat ini kasus laka lantas tersebut ditangani Unit Laka Satlantas Polresta Sidoarjo , ujar Bripka Iful .",jalan raya desa bakalan kecamatan balongbendo,"Bakalan Wringinpitu, Balongbendo, Sidoarjo, Jawa Timur, 61263, Indonesia","(-7.421643, 112.5396522)",-7.421643,112.5396522,Bakalan Wringinpitu,Balongbendo,Sidoarjo,Jawa Timur,2020-12-23,Wednesday,December,malam,"[54, 39]",1,0,1,0,0,0,1,0
3667,https://radarsidoarjo.jawapos.com/kriminal-delta/22/12/2020/warga-trowulan-tewas-tertabrak-ka-saat-jalan-jalan,Warga Trowulan Tewas Tertabrak KA saat Jalan-Jalan,"SIDOARJO Eko Pauji , 26 , warga Dusun Kasian RT 07/RW 02 Desa Domas , Kecamatan Trowulan , Kabupaten Mojokerto , tewas tertabrak Kereta Api ( KA ) , Selasa ( 22/12 ) . Korban ditemukan tewas di Stasiun Krian KM 38+330 Kelurahan Krian , Kecamatan Krian , sekitar pukul 03.00 . Informasi yang dihimpun Radar Sidoarjo , korban bersama dua orang temannya datang ke stasiun Krian untuk jalan-jalan . Mereka berniat melihat keramaian di sekitar stasiun Krian . Pada saat jalan-jalan korban dan kedua temannya berpencar . Kemudian sekitar 01.00 seorang temannya kembali ke parkiran sepeda motor untuk menunggu kedua temannya , kata Kapolsek Krian , AKP Mukhlason , Selasa ( 22/12 ) . Saat kedua temannya bertemu di parkiran motor , kemudian beranjak mencari korban yang tak kunjung kembali . Beberapa teman korban mencari korban di sekitar stasiun . Seorang warga sekitar lalu melihat korban sudah tergeletak . Dua teman korban datang ke lokasi untuk memastikan mayat yang tergeletak di pinggir rel . Saat dicek , ternyata benar bahwa yang tewas tersebut adalah temannya . Di saat itu teman korban kemudian melapor ke Mapolsek Krian . Petugas langsung melakukan oleh TKP dan menemukan sepasang sandal korban yang berada di sekitar korban ditemukan tewas , ujar Mukhlason . Tak hanya itu , petugas juga menemukan ceceran otak kepala korban yang berjarak sekitar 50 meter dari ditemukannya mayat korban . Sementara dari keterangan saksi , kereta terakhir melintas sekitar pukul 02.00 , yaitu KA Jayakarta No.KA 254 jurusan Jakarta-Surabaya . Selain itu juga sekitar pukul 02.30 ada KA Tangki BBM No.KA 230 jurusan Madiun ke Surabaya . Di samping itu juga tidak ada pemberitahuan dari Masinis KA bahwa telah menabrak orang . Melihat jarak mayat korban diperkirakan korban tertabrak KA Jayakarta yang merupakan kereta cepat . Korban akhirnya kami bawa ke RS Bhayangkara Porong , untuk dilakukan visum , jelasnya .",stasiun krian km 38+330 kelurahan krian kecamatan krian,"Krian, Jalan Kraton, Krian, Sidoarjo, Jawa Timur, 61262, Indonesia","(-7.4100612, 112.5861697)",-7.4100612,112.5861697,Krian Jalan Kraton,Krian,Sidoarjo,Jawa Timur,2020-12-22,Tuesday,December,pagi,[26],0,0,1,0,1,0,1,0
516,https://jatimnow.com/baca-32321-innova-tabrak-pembatas-jalan-tol-pandaan-dua-orang-terluka,"Innova Tabrak Pembatas Jalan Tol Pandaan, Dua Orang Terluka","jatimnow.com - Mobil Toyota Innova dengan nopol D 1250 AIP mengalami kecelakaan tunggal di Tol Pandaan-Malang , Kecamatan Sukorejo , Kabupaten Pasuruan , sekitar pukul 10.30 Wib , Selasa ( 22/12/2020 ) . Dari 6 penumpang , dua di antaranya terluka . `` Dua penumpang mengalami luka ringan akibat kecelakaan tunggal tersebut . Untuk identitasnya didata Unit Laka Polres Pasuruan . Saat ini keduanya sudah dievakuasi ke rumah sakit untuk pertolongan medis , '' jelas Kanit 4 Sat PJR Polda Jatim , AKP Imam Mahmudi . Sementara sopir Innova Reborn bernama Ali Perwira Negara ( 32 ) , warga Mustika Hegar Regency , Margasari , Kota Bandung bersama tiga penumpang lainnya selamat . Menurut Imam , mobil Innova itu melaju dari selatan ke utara berada di lajur cepat . Sampai di KM 64.400 , ban bagian depan kanan pecah hingga kendaraan hilang kemudi dan oleng ke kanan lalu menabrak beton pembatas . `` Setelah menabrak beton pembatas , pengemudi membanting setir ke kiri lalu menabrak guadrail dan terpental ke kanan hingga akhirnya kendaraan berhenti di lajur cepat , '' bebernya . Selain menyebabkan dua penumpang mengalami luka , kecelakaan tunggal ini membuat bodi mobil ringsek di bagian depan dan belakang kanan . `` Pemicu terjadinya kecelakaan ini diduga pengemudi mobil kurang mengecek kondisi mobilnya , '' terangnya . Setelah mengamankan arus lalu lintas di TKP , Sat PJR Polda Jatim dan Jasamarga kemudian menderek kendaraan tersebut ke Pool Derek Gerbang Tol Purwodadi .",tol pandaan-malang kecamatan sukorejo kabupaten pasuruan,"Jalan Tol Pandaan–Malang, Karang Jati, Pasuruan, Jawa Timur, 67161, Indonesia","(-7.6812454, 112.7123961)",-7.6812454,112.7123961,Jalan Tol Pandaan–Malang,Karang Jati,Pasuruan,Jawa Timur,2020-12-22,Tuesday,December,pagi,[32],0,1,0,0,0,0,0,2
829,https://radarbromo.jawapos.com/pandaan/20/12/2020/mau-malam-mingguan-remaja-asal-beji-tabrak-truk-parkir-1-tewas,"Mau Malam Mingguan, Remaja asal Beji Tabrak Truk Parkir, 1 Tewas","GEMPOL , Radar Bromo Nasib nahas dialami Raka Adi , 16 . Remaja Desa Gununggangsir , Kecamatan Beji , Kabupaten Pasuruan tersebut , mengalami kecelakaan di ruas jalan nasional jurusan Banyuwangi-Surabaya , di Desa Legok , Kecamatan Gempol , Kabupaten Pasuruan . Minggu ( 20/12 ) . Dia menabrak truk parkirDalam insiden yang terjadi sekitar pukul 03.30 , Raka Adi , meninggal dunia . Sementara M. Gilang Ramadhan , 16 , yang berada dibonceng Raka Adi , mengalami luka-luka . Informasinya , kedua remaja yang sama-sama berasal dari Desa Gununggangsir , Kecamatan Beji , Kabupaten Pasuruan , itu hendak malam mingguan ke daerah Sidoarjo . Dari Beji , mereka mengendarai sepeda motor Yamaha Mio bernopol L 3693 ND . Dengan kecepatan tinggi , Raka memacu motornya seakan tanpa kendala . Sialnya , saat melaju di tempat kejadian perkara ( TKP ) , korban menabrak dari belakang truk yang sedang parker di tepi jalan . Motornya menabrak truk parkir dari arah yang sama atau searah . Sesaat setelah kejadian , truknya kabur ke barat . Sedangkan motor beserta pengendaranya jatuh ke badan jalan , ujar Kanit Lantas Polsek Gempol , Iptu Pujianto . Sesaat setelah kejadian , kedua korban dilarikan ke ke IGD Rumah Sakit Asih Abyakta , Desa Kepulungan , Kecamatan Gempol . Kedua korban tidak mengalami luka luar yang serius . Raka hanya terluka di pipi dan kaki kiri . Sedangkan , Gilang , luka lecet di leher . DIRAWAT : Korban kecelakaan lalu lintas ketika menjalani perawatan medis di IGD RS Asih Abyakta , Kepulungan , Gempol , Kabupaten Pasuruan , Minggu ( 20/12 ) pagi . Salah satu dari dua korban akhirnya meregang nyawa . Setelah beberapa jam menjalani perawatan medis , Raka meninggal dunia . Pengendara motornya ( Raka ) sekitar pukul 09.00 menghembuskan napas terakhir . Jasadnya divisum ke kamar mayat RS Bhayangkara , Watukosek , Gempol . Untuk penumpangnya yang dibonceng luka-luka dan selamat , jelas Pujianto . Motor Yamaha Mio milik korban , dinihari itu juga dibawah dan diamankan ke Poslantas Polsek Gempol . Pengendara motornya diduga kuat mengantuk . Dalam kecelakaan ini posisinya kurang menguntungkan . Untuk truknya yang kabur dan tertabrak dari belakang dalam proses penyelidikan , ujarnya .",desa legok kecamatan gempol kabupaten pasuruan,"Legok, Pasuruan, Jawa Timur, 67156, Indonesia","(-7.5689747, 112.7156927)",-7.5689747,112.7156927,,Legok,Pasuruan,Jawa Timur,2020-12-20,Sunday,December,pagi,"[16, 16]",1,0,1,0,0,0,2,0
828,https://radarbromo.jawapos.com/pandaan/21/12/2020/boncengan-tiga-vario-tabrak-kijang-di-prigen-tiga-terluka,"Boncengan Tiga, Vario Tabrak Kijang di Prigen, Tiga Terluka  ","PRIGEN , Radar Bromo-Tiga orang pengendara motor Honda Vario bernopol P 3021 NB harus dilarikan ke IGD Puskesmas Prigen , Kabupaten Pasuruan . Minggu ( 20/12 ) , sekitar pukul 19.00 , motor itu bertabrakan dengan mobil Toyota Kijang bernopol W 1992 QC . Kecelakaan lalu lintas ini terjadi di ruas jalan jurusan Prigen-Pandaan , Kelurahan/Kecamatan Prigen . Informasinya , saat itu , motor Vario itu dikemudikan oleh Maulidia , 25 , warga Blimbing , Kota Malang . Ia berboncengan dengan Rita , 25 , warga Kencong , Jember dan Samsul , 60 , warga Desa Wonokoyo , Kecamatan Beji , Kabupaten Pasuruan . Sesampainya di tempat kejadian perkara ( TKP ) , motornya mengarah ke kanan dan menabrak Toyota Kijang yang melaju dari arah berlawanan . Mobil ini dikemudikan oleh Andri Panca Siswanto , 38 , warga Desa Lumbangrejo , Kecamatan Prigen . Motor dan mobil tabrak adu depan , ujar Anggota Unit Lantas Polsek Pandaan Bripka Heru Susanto . Dari lokasi kejadian , para pengendara motor itu dievakuasi ke IGD Puskesmas Prigen , yang berjarak sekitar 250 meter dari lokasi kejadian . Pengendara motor dan dua orang yang dibonceng mengalami luka ringan . Posisinya motor kurang menguntungkan karena kurang hati-hati dan memang tak kenal medan , ujarnya . Setelah para korbannya dievakuasi , kendaraan yang terlibat kecelakaan dibawah ke Poslantas Polsek Pandaan . Motor dan mobil sama-sama ringsek di bagian depan . Sudah kami amankan di Poslantas , ujarnya .",poslantas,"Poslantas, Jalan Sultan Agung, Jember Lor, Jember, Jawa Timur, 68131, Indonesia","(-8.1703093, 113.6981994)",-8.1703093,113.6981994,Poslantas Jalan Sultan Agung,Jember Lor,Jember,Jawa Timur,2020-12-20,Sunday,December,malam,"[25, 25, 60, 38]",0,1,1,0,0,0,0,2
13,https://news.detik.com/berita-jawa-timur/d-5301795/truk-kontainer-terguling-di-lamongan-lalu-lintas-tersendat-hingga-berjam-jam,"Truk Kontainer Terguling di Lamongan, Lalu Lintas Tersendat hingga Berjam-jam","Lamongan - Kecelakaan tunggal terjadi di Lamongan . Truk kontainer terguling dan melintang di jalan arah Lamongan-Gresik . Kecelakaan tepatnya terjadi di timur SPBU Deket sekitar pukul 09.00 WIB . Truk ini dikemudikan oleh Iman Saudi ( 28 ) warga Desa Rajegwesi , Kecamatan Pagerbarang , Kabupaten Tegal , Jawa Tengah . Truk kontainer bernopol B 9734 UIZ ini melaju dari arah timur ke barat . Atau dari arah Surabaya . `` Ketika itu , truk ini melaju dengan kecepatan lebih kurang 40 km per jam , '' kata Kanit Turjawali Satlantas Polres Lamongan Ipda Fifin Yuli kepada wartawan , Sabtu ( 19/12/2020 ) . Sehingga laju truk yang dikemudikannya oleng ke kanan . Setelah oleng , kata Fifin , truk kontainer tersebut terguling dan melintang di tengah badan jalan . `` Tidak ada korban jiwa dalam kejadian ini , hanya ada kerugian material , '' tuturnya . Arus lalu lintas terurai setelah kontainer dievakuasi pada pukul 13.00 WIB . `` Saat ini arus lalu lintas sudah normal , '' pungkas Fifin .",lamongan,"Lamongan, Jawa Timur, Indonesia","(-7.1229125, 112.32821642481363)",-7.1229125,112.32821642481365,,,Lamongan,Jawa Timur,2020-12-19,Saturday,December,pagi,[28],1,0,0,0,0,0,0,0
3203,https://radarbromo.jawapos.com/pandaan/18/12/2020/rem-blong-kontainer-masuk-sungai-sopir-selamat-kernet-terluka,"Rem Blong, Kontainer Masuk Sungai, Sopir Selamat-Kernet Terluka","PURWODADI , Radar Bromo Jalur Purwodadi-Purwosari masih menjadi blackspot . Sudah beberapa kali di jalur penghubung malang-Surabaya tersebut , terjadi kecelakaan lalulintas . Jumat ( 18/12 ) siang , sebuah kontainer masuk ke sungai di Jalan Parerejo , Kecamatan Purwodadi . Kontainer bermuatan beras bernopol B 9802 CU itu mengalami rem blong . Sebelumnya kontainer melaju dari arah selatan ke utara , di posisi ruas jalan turunan . Kontainer ini dikemudikan Wawan Budianto , 43 , warga Kelurahan Tanjungsari , Kecamatan Asemrowo , Kota Surabaya . Dia membawa kernet yang masih putranya sendiri , yakni Dewa Rassa Islami Ardiansah , 16 . Sebelum masuk ke sungai , truk sejatinya sudah mengurangi kecepatan . Namun sesampainya di ruas TKP , tiba-tiba mengalami rem blong . Alhasil , sopir kontainer banting setir ke kiri , dan berikutnya nyemplung ke dalam sungai berada di tepi jalan . Usai dari fly over Lawang , jalan memang menurun . Ternyata kontainer diduga mengalami rem blong . Sopirnya banting setir ke kiri , yang akhirnya tabrak guardril kemudian nyemplung ke sungai di tepi jalan , terang Kaposlantas Purwodadi , Aiptu Arnowo . Sesaat setelah kejadian , sopir dan kernetnya berhasil dikeluarkan petugas dan warga sekitar dari ruang kemudi . Siang itu juga keduanya dilarikan ke IGD Puskesmas Purwodadi , yang berjarak sekitar dua kilometer dari TKP . Sopirnya selamat , sebaliknya kernetnya yang mengalami luka-luka berupa lecet di pergelangan kaki kanan dan kiri , bebernya .",jalur penghubung,"Kantor Penghubung di Surabaya Pemprov Sulawesi Selatan, Jalan Petemon Kali I, RW 08, Petemon, Sawahan, Surabaya, Jawa Timur, 60251, Indonesia","(-7.2610733, 112.72330480394655)",-7.2610733,112.72330480394656,Kantor Penghubung di Surabaya Pemprov Sulawesi Selatan Jalan Petemon Kali I RW 08 Petemon,Sawahan,Surabaya,Jawa Timur,2020-12-18,Friday,December,siang,"[43, 16]",1,0,0,0,0,0,0,1
3668,https://radarsidoarjo.jawapos.com/kriminal-delta/17/12/2020/pengait-lepas-truk-tabrak-panther-di-jalan-raya-porong,"Pengait Lepas, Truk Tabrak Panther di Jalan Raya Porong","SIDOARJO Kecelakaan terjadi di Jalan Raya Porong , Kamis ( 17/12 ) siang . Truk derek nopol S 8499 UW yang mengangkut truk Fuso nopol W 9814 NL terlibat kecelakaan . Setelah taman Apkasi , pengait truk terlepas . Akibatnya , truk Fuso meluncur dan menabrak Isuzu Panther nopol B 1538 TFG . Peristiwa bermula saat truk derek itu melaju dari arah Surabaya menuju Malang . Truk dikemudikan oleh Junaidi 38 , warga Bangkalan . Sementara mobil Panther dikemudikan Riyanto 40 , warga Desa Suwayuwo , Sukerejo , Pasuruan . Kanit Laka Lantas Polresta Sidoarjo AKP Sugeng Soelistyono mengatakan , saat truk melaju pengait yang mengikat truk Fuso terlepas . Sialnya di belakang truk tersebut ada Panther . Tabrakan tak terelakkan . Truk Fuso menabrak Panther hingga kondisi truk rusak bagian depan , ujarnya . Tidak ada korban jiwa dalam kejadian tersebut . Meski demikian , proses evakuasi membuat arus kendaraan menjadi terhambat . Sementara itu di tempat lain , Samiasih , 30 , warga Dusun Kebonsari Kecamatan Candi tewas di Jalan Raya Candi , Kamis siang . Korban terlibat kecelakaan di Traffic Light ( TL ) simpang empat Candi pukul 12.00 . Sugeng mengungkapkan , korban mengendarai motor Yamaha Mio nopol L 5390 FN dari arah timur ke barat dan berbelok ke arah selatan . Korban tertabrak truk nopol W 8437 UT yang dikemudikan Setu , 55 , warga Desa Luwung Sarirogo , Kecamatan Sidoarjo . Saat itu gas motor korban diduga nyantol hingga membuat korban tidak bisa mengendalikan motornya . Korban meninggal dunia di lokasi kejadian , ujarnya .",jalan raya porong,"Porong, Sidoarjo, Jawa Timur, 61272, Indonesia","(-7.53058075, 112.69915812799618)",-7.53058075,112.69915812799618,,Porong,Sidoarjo,Jawa Timur,2020-12-17,Thursday,December,siang,"[38, 40, 30, 55]",1,1,1,0,0,0,1,0
518,https://jatimnow.com/baca-32252-pemotor-wanita-tewas-dalam-kecelakaan-di-sidoarjo,Pemotor Wanita Tewas dalam Kecelakaan di Sidoarjo,"jatimnow.com - Kecelakaan melibatkan truk bernopol W 8437 UT dengan motor Yamaha Mio L 5390 FN terjadi di Simpang Empat Kecamatan Candi , Kabupaten Sidoarjo . Kecelakaan menyebabkan satu orang tewas . Kecelakaan itu terjadi sekitar pukul 12.00 Wib , Kamis ( 17/12/2020 ) . Korban meninggal adalah pengendara motor bernama Samiasih ( 30 ) , warga Desa Kebonsari , Kecamatan Candi , Kabupaten Sidoarjo . Sedangkan sopir truk adalah Setu ( 55 ) , warga Sarirogo , Kecamatan/Kabupaten Sidoarjo . `` Dalam insiden kecelakaan antara truk kontra sepeda motor ini , mengakibatkan satu orang meninggal di TKP , '' jelas Kanit Laka Satlantas Polresta Sidoarjo , AKP Sugeng . Sugeng menyebut , semula motor yang dikendarai korban melaju dari timur ke barat . Sampai di Simpang Empat Candi , korban berbelok ke kiri arah selatan dengan mengambil lajur sebaliknya . Karena diduga kurang berhati-hati , korban tertabrak bagian kanan truk yang melaju dari arah selatan ke utara , yang akan berbelok ke arah timur . `` Faktor penyebab kecelakaan ini diduga karena kekurang hati-hatinya pengendara motor , '' tandasnya . Jenazah korban sudah dievakuasi ke RSUD Sidoarjo . Dua kendaraan juga sudah diamankan .",simpang empat kecamatan candi kabupaten sidoarjo,"Candi, Sidoarjo, Jawa Timur, 61213, Indonesia","(-7.4774502, 112.7121839)",-7.4774502,112.7121839,,Candi,Sidoarjo,Jawa Timur,2020-12-17,Thursday,December,siang,"[30, 55]",1,0,1,0,0,0,1,0
3226,https://radarbromo.jawapos.com/probolinggo/17/12/2020/mondar-mandir-di-rel-ka-belakang-taman-manula-ibu-tewas-disasak-ka,"Mondar-Mandir di Rel KA Belakang Taman Manula, Ibu Tewas Disasak KA","KANIGARAN , Radar Bromo-Nahas dialami Hanifah . Perempuan 49 tahun asal Desa Dawuhan , Kecamatan/ Kabupaten Situbondo itu meregang nyawa usai tertabrak kereta api ( KA ) Sri Tanjung di KM 92/1 Kelurahan Sukabumi , Kecamatan Mayangan , Kota Probolinggo . Kecelakaan maut itu terjadi Kamis ( 17/12 ) sekitar pukul 11.20 . Menurut petugas Polisi Khusus Kereta Api ( Polsuska ) Daop 9 Jember M. Halil menerangkan , Hanifah siang itu berjalan sendirian di tengah rel dari arah barat ke timur . Di waktu yang sama , kereta api Sri Tanjung dari arah stasiun Probolingo menuju Surabaya melintas dari arah timur ke barat . Menurut keterangan sejumlah warga . Ibu ini jalanya seolah linglung . Dari timur ke barat dan dari barat ketimur lagi . Nah , saat berjalan dari barat ketimur ia melihat ada kereta dari arah berlawanan . Sehingga korban berusaha menghindar ke arah barat , kata Halil . Korban yang berusaha mengghindar dengan cara berbalik arah menuju barat melewati jembatan kecil rupanya tidak sampai keluar jalur . Akibatnya , korban pun tertabrak dari arah belakang . Korban lantas terpental sekitar 4 metere dari titik benturan awal . Akibatnya fatal . Hanifah alami luka parah pada kepalanya . Ia pun meninggal di lokasi kejadian . Kami tidak tahu , korban ini depresi atau bagaimana ? Bahkan sebelum kejadian itu ada dua orang pemancing di belakang taman manula yang sempat meneriakinya agar menghindar , tambah Polsuska itu . Jenazah korban kemudian dievakuasi ke kamar jenazah RSUD dr. Moh . Saleh Kota Probolinggo , setelah petugas Satlantas Polres Probolinggo Kota dan Polsuska Daop 9 tiba di lokasi kejadian . Kanit Laka pada Satlantas Polresta Probolinggo Ipda Tohari menduga , korban alami depresi . Pasalnya korban mondar mandir di rel kereta api . Selain itu juga , korban merupakan orang jauh , dari Situbondo . Mungkin depresi , soalnya ia berjalan mondar mandir di tengah rel . Selain itu setelah dilihat KTP yang dibawanya ternyata orang Situbondo , kata Ipda Tohari . Untuk selanjutnya , kasus kecelakaan itu dilimpahkan ke Polsek Mayangan . Karena ini laka sebidang , maka kami serahkan ke polsek setempat . Kebetulan ini masuk wilayah Polsek Mayangan , tandas Ipda Tohari . Sampai pukul 16.00 , belum ada keluarga yang datang untuk mengambil jenazah korban .",km 92/1 kelurahan sukabumi kecamatan mayangan kota probolinggo,"Sukabumi, Probolinggo, Jawa Timur, 62719, Indonesia","(-7.7493768, 113.2098922)",-7.7493768,113.2098922,,Sukabumi,Probolinggo,Jawa Timur,2020-12-17,Thursday,December,pagi,[49],0,0,0,0,1,0,1,0
